date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2022-08-10,KE,32,51,78,29,-15,28
2021-09-11,KG,-10,2,-13,7,-30,-8
2021-06-15,KG,-11,2,1,3,-35,-8
2021-08-13,LB,1,55,23,5,-29,-10
2022-08-12,LK,15,52,57,21,-15,21
2022-07-05,LK,-11,19,27,12,-19,25
2020-08-23,LT,-15,23,175,4,9,-10
2021-06-27,LV,-1,20,187,-1,12,-9
2021-06-29,LY,92,121,138,37,17,-13
2021-12-06,ML,49,43,131,56,17,-9
2021-06-13,ML,20,6,57,12,-9,-9
2022-03-12,ML,85,114,249,75,80,20
2021-09-05,ML,27,16,91,36,-6,-9
2021-03-19,ML,6,27,26,-2,-8,-9
2021-08-23,MM,-57,-30,-39,-50,-54,25
2022-04-14,MM,-44,-33,42,-52,-62,30
2021-07-30,MM,-67,-43,-47,-63,-66,32
2021-02-14,MN,-74,-45,-56,-73,-55,23
2020-12-29,MN,-40,22,-36,-37,-59,30
2021-02-02,MU,-6,0,-25,-15,-11,-8
2021-11-17,NA,11,30,-7,19,10,-10
2021-09-26,NA,25,49,15,-10,1,-9
2021-01-01,NA,-62,-51,-10,-70,-80,22
2021-03-05,NE,-46,-54,-59,-43,-56,-34
2022-06-17,NE,114,80,181,164,61,26
2021-08-24,NE,68,-8,37,59,-14,-9
2022-04-18,NG,54,42,56,24,-32,39
2022-08-31,NG,60,73,78,59,38,29
2022-05-20,NG,64,64,78,57,45,23
2022-08-27,NG,61,72,86,65,64,27
2022-07-19,NI,2,19,25,-21,-48,24
2020-08-21,NP,-70,-56,-47,-62,-60,22
2020-08-22,PA,-88,-84,-78,-86,-69,38
2020-11-10,PA,-51,-28,-50,-59,-69,27
2020-09-06,PA,-90,-88,-81,-87,-61,31
2020-08-09,PA,-91,-89,-82,-89,-62,33
2022-04-05,PE,-47,-28,-27,-64,-41,30
2021-09-02,PH,-28,17,-15,-48,-33,23
2021-12-08,PT,3,34,12,-36,-71,22
2020-08-23,RU,-3,5,76,10,3,-9
2022-05-28,RW,103,48,251,37,44,22
2021-01-22,RW,-58,-61,-20,-68,-58,47
2022-06-01,RW,88,41,259,39,34,23
2022-05-15,RW,79,48,227,42,42,25
2022-05-07,RW,89,51,201,35,49,21
2021-01-30,RW,-51,-49,-26,-66,-43,32
2021-12-27,RW,31,5,57,3,-42,22
2021-09-27,SG,-27,-1,-26,-35,-25,21
2021-04-02,SG,-8,19,16,-31,-68,30
2022-06-18,SI,22,34,175,63,7,-9
2022-04-04,SN,-10,30,40,-5,-40,28
2020-07-22,SV,-52,-29,-47,-56,-47,23
2022-04-09,TG,54,65,217,19,52,23
2022-08-31,TG,61,101,231,49,48,29
2022-06-16,TG,53,87,222,39,49,27
2022-06-26,TG,55,69,201,23,60,26
2022-08-26,TZ,82,92,146,65,36,20
2021-07-04,UA,-8,9,39,0,-12,-9
2021-07-24,UG,-47,-18,-23,-57,-18,28
2022-04-28,UG,28,34,125,27,36,24
2022-07-09,UG,27,39,123,22,12,25
2022-05-15,UG,34,52,115,23,69,23
2021-04-04,VN,-5,14,-6,-5,-19,-10
2021-12-30,ZA,20,45,53,-18,-55,21
2022-05-21,ZM,86,89,231,39,75,23
2021-07-07,AG,12,6,72,-35,-23,-9
2021-05-23,AG,3,13,80,-44,-27,-10
2021-12-16,AO,68,69,95,60,26,-8
2021-11-25,AO,66,63,100,51,24,-9
2021-05-09,AW,7,-7,41,-42,-3,-8
2021-04-28,AW,-4,1,25,-47,-8,-8
2021-06-15,BA,10,37,26,4,-10,-13
2021-10-28,BA,11,50,21,19,5,-12
2022-07-24,BF,112,159,215,77,74,21
2022-04-08,BF,119,180,287,81,111,22
2022-09-06,BJ,73,171,337,19,57,23
2022-08-01,BJ,66,154,300,20,-17,37
2022-07-21,BJ,65,163,310,15,53,24
2020-07-17,BO,-60,-43,-65,-68,-54,30
2021-06-07,BS,-6,1,22,-21,-18,-12
2021-03-21,BS,-35,-22,9,-47,-28,-10
2021-02-14,BS,-34,-25,3,-56,-31,-9
2021-11-26,BW,57,128,49,95,14,-9
2021-06-18,BY,-7,20,68,9,-30,-10
2021-07-11,BY,-20,9,99,-1,-14,-18
2022-07-10,BY,-19,9,80,-4,-2,-11
2020-08-07,CL,-56,-31,-55,-56,-42,26
2020-07-30,CL,-60,-38,-60,-60,-46,26
2022-05-21,CM,39,73,81,72,34,20
2020-07-03,EC,-36,-15,-37,-46,-41,24
2021-10-23,GA,17,15,125,12,-3,-11
2021-09-30,GA,26,29,120,19,-6,-13
2022-01-03,GB,-15,-8,32,-56,-74,21
2022-06-30,GH,51,89,54,41,23,21
2022-05-02,GH,58,79,64,35,-37,31
2020-08-14,GT,-37,-22,-35,-59,-39,21
2021-06-19,KG,-22,-10,-10,-10,-30,-8
2021-05-21,KH,-39,-32,-31,-55,-34,21
2021-07-20,KW,-30,-16,-27,-16,-70,20
2021-08-18,LB,5,58,22,14,-30,-11
2021-09-02,LK,-55,-35,-34,-62,-56,36
2021-08-06,LK,-16,22,-10,-24,-30,20
2021-09-14,LK,-43,-19,-26,-53,-49,29
2022-08-26,LK,16,52,52,25,-1,21
2021-06-02,LK,-70,-56,-43,-68,-62,38
2020-10-15,LK,-35,-13,-29,-29,-29,20
2021-09-05,LK,-59,-42,-39,-61,-42,28
2022-07-09,LK,-29,-8,35,-18,-41,31
2020-12-24,LT,-77,-19,-34,-70,-85,29
2022-08-13,LT,-12,51,271,23,20,-11
2021-08-28,LY,91,130,130,39,25,-8
2020-10-03,LY,0,17,35,-25,-20,-11
2021-06-24,LY,90,124,132,54,11,-11
2021-07-03,ML,45,81,97,39,4,-13
2021-08-21,ML,29,70,85,26,3,-10
2021-08-16,ML,31,33,83,42,-6,-11
2021-06-26,ML,40,73,86,32,3,-14
2020-11-25,MM,-45,-22,-26,-40,-30,22
2020-10-25,MM,-54,-30,-37,-52,-26,23
2021-07-27,MM,-68,-45,-49,-64,-71,31
2021-03-03,MM,-56,-36,-44,-56,-55,21
2021-02-16,MN,-68,-30,-57,-64,-61,31
2021-04-16,MN,-57,7,-45,-44,-48,32
2020-12-07,MN,-49,-3,-43,-34,-42,26
2021-03-01,MU,-1,5,-23,-25,-15,-10
2021-02-27,MU,4,16,-23,-22,16,-14
2021-12-06,NA,25,48,6,19,6,-10
2021-03-02,NA,-6,14,-23,-16,-14,-11
2021-12-05,NA,32,50,23,11,6,-9
2021-11-01,NA,31,60,5,27,13,-12
2021-09-14,NE,81,-6,59,64,-11,-10
2021-06-02,NE,70,-8,41,57,-5,-12
2021-08-15,NE,66,-17,33,62,-16,-11
2021-07-11,NE,61,-16,41,62,-13,-12
2021-10-17,NE,77,-13,43,52,-8,-10
2021-11-15,NE,82,-4,65,60,2,-12
2022-08-30,NG,66,72,83,62,39,29
2021-10-01,NG,15,27,7,21,-37,21
2020-09-05,PA,-64,-41,-60,-60,-46,25
2020-07-18,PA,-85,-78,-78,-86,-67,38
2021-09-28,PH,-23,19,-7,-42,-31,21
2022-08-29,PH,23,67,73,5,-34,25
2021-01-23,PT,-78,-43,-77,-72,-43,24
2021-08-22,RS,12,23,77,17,-6,-10
2021-05-16,RU,-1,11,64,19,-7,-9
2022-06-13,RW,88,44,277,33,39,25
2022-08-23,RW,101,37,291,27,31,32
2022-05-09,RW,79,38,238,33,36,24
2022-02-01,SG,-33,-25,59,-44,-82,28
2021-10-18,SG,-22,6,-14,-33,-27,20
2022-08-09,SG,0,10,56,-29,-74,25
2022-07-26,TG,59,93,238,41,48,28
2021-07-25,UA,-4,13,56,3,-13,-11
2021-07-03,UA,-6,11,42,1,-16,-9
2022-04-21,UG,26,30,126,26,33,26
2021-01-06,VE,-42,-6,-30,-38,-38,23
2020-11-04,VN,-17,-2,-27,-8,15,-9
2021-07-14,ZA,-29,5,-20,-48,-43,28
2021-07-01,ZA,-6,34,-16,-25,-26,22
2021-11-27,ZW,71,93,82,75,43,-11
2020-07-13,ZW,-10,-8,-3,-27,-10,22
2021-05-25,AR,-69,-36,-64,-65,-64,22
2020-07-16,CO,-49,-22,-39,-55,-40,21
2021-06-20,EE,16,32,254,5,6,-11
2020-08-05,PH,-54,-27,-27,-66,-47,25
2021-01-22,PH,-42,-16,-31,-53,-35,20
2020-07-24,PH,-51,-24,-32,-60,-41,26
2021-08-07,MY,-51,-5,-47,-65,-27,27
2021-08-25,MY,-43,1,-33,-58,-38,26
2021-08-14,MY,-53,-10,-47,-65,-27,27
2021-09-20,MY,-34,8,-20,-52,-32,20
2020-07-09,PE,-60,-31,-43,-55,-48,26
2021-05-09,PE,-65,-40,-57,-66,-29,20
2020-09-09,PE,-46,-28,-36,-53,-40,21
2020-08-21,PE,-50,-28,-40,-54,-42,24
2021-05-11,PH,-33,5,-20,-46,-33,22
2021-06-11,PH,-28,14,-14,-43,-26,21
2020-09-04,PH,-49,-24,-30,-60,-40,24
2020-08-01,PH,-51,-24,-37,-59,-30,21
2020-08-27,PH,-48,-22,-23,-58,-42,23
2021-08-07,RO,5,20,68,5,-7,-8
2021-05-21,AG,0,15,66,-31,-15,-9
2021-05-14,AG,0,13,61,-33,-20,-9
2021-11-05,AO,58,61,77,38,23,-8
2021-11-24,AO,62,57,79,31,22,-8
2021-12-09,AW,25,19,55,-22,2,-10
2021-03-01,AW,-4,4,43,-51,-9,-10
2021-10-25,AW,13,15,71,-26,-2,-8
2021-05-24,BA,4,32,18,5,-2,-11
2021-02-23,BA,-7,8,-13,-15,-7,-8
2021-11-03,BA,10,52,6,14,4,-10
2021-07-26,BA,24,55,73,22,-20,-14
2021-02-20,BB,-97,-98,-84,-87,-81,31
2020-12-29,BE,-24,17,45,-48,-62,20
2020-10-03,BF,-4,38,15,3,-15,-8
2021-08-19,BH,-25,-3,-34,-14,-55,21
2022-09-10,BJ,73,184,337,30,77,22
2020-08-06,BO,-63,-53,-59,-63,-64,30
2022-02-11,BS,7,11,22,7,-4,-8
2021-04-20,BS,-18,-8,8,-37,-22,-10
2021-07-18,BY,-17,11,96,-1,-13,-16
2022-06-05,BY,-17,11,82,-2,-2,-10
2021-07-10,BY,-23,4,94,-5,-33,-14
2022-08-24,CI,80,134,110,97,50,24
2021-04-10,CL,-67,-36,-70,-52,-30,25
2022-07-10,CM,43,80,91,89,33,20
2022-08-14,CM,43,77,95,84,34,22
2022-08-13,CM,34,66,89,70,21,22
2022-08-04,CM,54,96,103,90,25,20
2022-08-27,CV,19,25,52,14,-22,22
2022-01-13,CV,-15,-14,19,-35,-66,22
2020-07-01,EC,-34,-16,-36,-45,-42,21
2021-05-28,FJ,-36,-11,-30,-55,-46,37
2021-07-17,GA,15,17,104,19,-11,-13
2021-11-27,GA,19,21,173,18,-4,-11
2020-12-29,GB,-47,-11,14,-64,-68,24
2021-01-22,GB,-62,-20,-3,-63,-49,21
2021-01-08,GB,-64,-23,-21,-64,-49,22
2020-07-26,GR,8,65,190,7,5,-8
2020-07-22,GT,-45,-30,-41,-61,-43,23
2020-07-07,HN,-56,-32,-41,-65,-48,20
2022-09-04,HT,50,30,63,37,28,20
2022-08-03,HT,50,35,85,40,7,22
2021-02-04,IL,-55,-14,-40,-49,-40,20
2021-09-18,KG,-11,-2,-10,3,-30,-8
2021-07-11,KG,-18,-7,-1,-10,-23,-10
2021-04-29,KH,-63,-52,-50,-71,-62,38
2021-05-04,LA,-55,-30,-55,-68,-58,22
2021-09-30,LB,7,53,11,13,-23,-9
2021-09-08,LB,4,50,8,-1,-26,-11
2021-06-18,LB,1,60,21,-8,-24,-8
2021-07-08,LB,16,74,33,20,-25,-10
2020-11-23,LK,-41,-21,-30,-39,-35,22
2021-09-11,LK,-51,-29,-32,-55,-40,27
2022-07-04,LK,-11,18,34,12,-16,25
2020-12-29,LU,-63,-13,-34,-54,-68,25
2020-12-30,LU,-61,3,-31,-51,-67,24
2021-06-19,LV,-5,19,143,4,88,-13
2021-06-27,LY,97,131,126,36,20,-12
2021-07-17,LY,124,182,148,62,21,-11
2021-08-10,LY,86,133,143,28,10,-8
2021-06-05,ML,36,77,66,10,5,-14
2022-04-28,ML,55,81,215,97,6,33
2021-10-09,ML,42,77,109,38,7,-10
2022-07-26,ML,73,101,309,88,48,23
2021-03-21,ML,6,-10,29,-6,-18,-8
2021-05-26,ML,19,70,64,6,2,-9
2021-07-29,ML,26,72,68,34,-7,-9
2022-07-18,ML,80,58,295,85,46,24
2020-10-26,MM,-50,-24,-34,-47,-38,25
2020-11-16,MM,-44,-22,-25,-39,-32,22
2021-09-30,MM,-42,-18,-27,-40,-42,20
2021-03-29,MM,-75,-67,-74,-82,-77,28
2022-09-07,MM,-9,15,44,-11,13,22
2022-08-27,MM,-16,7,26,-16,25,24
2022-06-29,MM,-15,8,34,-12,8,21
2020-12-25,MN,-48,1,-39,-40,-42,31
2021-02-20,MU,-10,0,-29,-31,15,-10
2021-02-23,MU,-9,-7,-21,-24,-13,-9
2021-05-30,NA,12,36,1,-21,-5,-8
2021-11-26,NA,52,86,6,40,14,-16
2021-07-30,NE,81,60,35,71,-11,-11
2022-04-14,NE,113,92,156,142,73,26
2022-06-03,NE,130,95,194,162,66,22
2021-10-05,NE,86,-2,49,65,-7,-13
2021-07-19,NE,87,18,58,69,-23,-10
2021-07-15,NE,78,64,60,63,-5,-11
2022-04-12,NE,110,19,147,150,71,25
2022-08-06,NG,62,76,87,66,66,22
2022-09-03,NG,67,83,89,69,70,22
2022-04-13,NG,69,63,73,58,33,25
2022-01-17,PH,-13,32,4,-36,-25,21
2022-04-14,PH,-8,53,106,-21,-56,23
2022-03-18,PH,1,42,42,-15,-3,20
2022-02-01,PH,-3,40,14,-36,-44,23
2020-12-25,PL,-88,-88,-12,-76,-86,25
2021-01-01,RU,-64,-57,3,-58,-84,23
2020-07-05,RU,-12,6,73,1,5,-9
2022-08-25,RW,100,35,273,31,29,31
2022-05-14,RW,98,51,249,46,50,22
2022-02-02,SG,-24,-6,37,-44,-79,30
2020-07-28,SV,-51,-30,-47,-59,-47,22
2022-07-22,TG,59,91,223,49,53,28
2020-12-20,TR,-86,-61,-72,-77,-53,22
2022-08-17,UG,43,43,135,38,42,29
2022-03-14,UG,21,30,122,14,44,24
2022-08-14,UG,47,63,137,27,71,24
2021-01-04,VE,-50,-17,-33,-43,-42,23
2020-09-18,VE,-42,-21,-37,-43,-28,21
2022-05-26,ZM,95,103,248,52,58,21
2022-04-06,ZM,87,94,238,49,61,21
2021-01-09,CO,-65,-36,-51,-55,-31,20
2020-12-24,EE,-41,0,52,-41,-83,20
2021-04-05,FI,-55,-20,26,-67,-82,20
2020-10-30,FR,-62,-22,-27,-48,-44,20
2021-05-26,IN,-62,-28,-42,-51,-52,26
2021-06-05,MY,-63,-21,-61,-74,-38,33
2021-08-20,PH,-36,9,-20,-54,-33,26
2020-08-02,AE,-15,5,-34,-53,-59,22
2021-06-15,AG,4,8,66,-35,-12,-10
2021-05-15,AG,-1,13,60,-34,-22,-9
2021-06-25,AG,10,10,62,-26,-19,-9
2021-11-19,AG,26,17,73,-17,-8,-9
2021-10-28,AO,66,65,95,41,22,-10
2021-11-08,AW,16,17,70,-23,-1,-9
2021-12-08,AW,28,20,53,-20,0,-9
2021-03-05,AW,-6,3,38,-48,-5,-11
2022-03-15,BF,133,210,305,92,104,21
2021-01-01,BG,-75,-66,23,-63,-85,22
2022-04-10,BJ,82,195,267,22,83,22
2021-08-11,BS,-12,-5,9,-10,-27,-9
2021-11-13,BS,-4,0,13,-15,-13,-13
2021-05-31,BS,-6,2,15,-27,-19,-11
2021-08-13,BS,-10,3,2,-19,-26,-9
2021-04-01,BS,-10,14,17,-8,-30,-11
2021-06-01,BS,-9,0,8,-21,-20,-11
2022-04-15,BZ,-32,-50,72,-45,-69,23
2020-11-04,CI,-18,20,-26,-21,-20,20
2020-08-01,CL,-60,-31,-66,-55,-30,22
2022-06-20,CM,42,76,89,80,26,20
2022-09-11,CM,55,95,109,102,52,21
2022-08-21,CM,54,86,109,97,44,24
2020-07-13,CR,-68,-46,-68,-67,-53,26
2022-07-15,CV,19,27,54,1,-14,20
2021-06-01,FJ,-29,-13,-25,-58,-41,30
2021-08-27,FJ,-1,17,-15,-45,-17,24
2021-08-18,FJ,-16,1,-18,-54,-27,25
2021-05-29,GA,9,22,90,19,-10,-11
2022-07-22,GH,51,78,59,41,37,21
2022-08-13,GH,48,82,65,33,37,21
2022-08-18,HT,54,36,91,52,10,26
2022-09-03,HT,44,25,73,37,20,20
2020-11-14,JO,-92,-85,-78,-83,-80,32
2021-08-10,KG,-13,-1,-2,-2,-43,-8
2021-07-18,KG,-18,-6,-2,-7,-21,-9
2021-04-15,KH,-65,-48,-51,-75,-74,37
2021-06-27,LB,-14,23,32,-7,-21,-9
2021-07-22,LB,21,64,53,3,-44,-10
2020-08-22,LT,-22,16,184,-6,3,-8
2021-06-05,LY,101,146,124,42,32,-8
2021-08-24,LY,107,143,158,41,20,-8
2021-07-09,LY,93,129,136,63,0,-8
2021-10-19,MD,2,12,-7,-11,-16,-9
2021-03-29,ML,13,3,42,6,-10,-9
2022-04-26,ML,70,97,256,90,60,24
2021-08-28,ML,31,73,86,27,3,-10
2022-07-16,MM,-17,7,26,-13,21,21
2021-09-05,MM,-55,-32,-36,-48,-42,20
2022-07-27,MM,-14,3,36,-17,5,22
2020-09-27,MM,-65,-50,-33,-65,-36,29
2020-10-12,MM,-58,-37,-40,-58,-49,30
2022-06-20,MM,-14,11,39,-9,6,21
2021-09-18,MM,-52,-29,-37,-48,-39,21
2021-04-24,MN,-52,15,-39,-36,-32,23
2021-03-16,MU,-75,-56,-68,-84,-80,25
2022-05-02,MZ,33,27,32,12,-56,22
2021-10-15,NA,15,38,-8,18,15,-11
2021-10-23,NA,36,54,3,13,16,-10
2021-03-06,NA,0,12,-11,-27,-9,-9
2021-09-20,NA,15,41,-5,3,6,-10
2021-10-01,NE,93,69,53,75,-2,-11
2022-08-19,NE,112,86,184,152,46,33
2021-12-16,NE,86,61,60,58,20,-8
2022-06-02,NG,71,71,79,61,42,22
2022-03-22,NG,69,56,77,58,39,22
2022-04-23,NG,62,58,69,53,57,22
2022-07-06,NG,70,72,84,69,39,22
2020-10-23,NG,-50,-41,-48,-59,-51,29
2020-07-08,PA,-61,-39,-57,-63,-50,30
2022-08-23,PH,10,53,46,8,3,21
2021-01-01,PL,-85,-89,-8,-76,-87,27
2021-02-01,PT,-60,-15,-53,-64,-47,23
2021-02-02,PT,-60,-16,-53,-64,-48,24
2022-04-23,RW,68,25,240,24,31,30
2021-02-01,RW,-56,-56,-23,-69,-68,44
2022-08-19,RW,99,38,253,30,30,33
2021-02-11,SG,-21,15,-19,-27,-43,20
2021-05-20,SG,-44,-6,-26,-43,-37,26
2021-11-02,SG,-23,2,-22,-32,-26,20
2020-07-11,SV,-56,-34,-53,-58,-36,21
2022-05-01,TG,73,74,207,5,74,22
2020-12-12,TR,-87,-62,-77,-76,-59,29
2022-05-27,UG,29,40,112,30,42,21
2022-08-12,UG,38,49,134,37,47,23
2021-01-04,ZA,-18,3,-16,-38,-48,22
2020-12-31,ZA,-16,22,4,-43,-62,22
2021-07-06,ZA,-15,18,-19,-33,-30,23
2020-07-17,ZA,-31,-11,-25,-51,-35,20
2022-08-30,ZM,116,119,286,55,67,25
2022-03-27,ZM,86,95,207,29,66,24
2022-08-09,ZM,101,104,271,50,60,24
2022-04-28,ZM,95,97,237,46,-11,32
2020-07-21,ZW,-11,-4,-3,-30,-14,23
2021-02-22,ZW,-36,-15,-17,-43,-66,21
2020-08-13,CO,-48,-25,-39,-54,-39,20
2021-05-06,IN,-61,-23,-44,-47,-49,25
2020-07-17,PE,-53,-29,-41,-55,-45,25
2021-05-14,PH,-32,9,-24,-47,-31,23
2020-09-07,PH,-46,-24,-22,-57,-41,22
2020-07-01,PH,-48,-20,-26,-57,-43,23
2021-07-26,AG,12,12,85,-23,-21,-11
2021-12-11,AG,45,25,67,-14,-1,-10
2021-11-04,AG,24,21,62,-31,-14,-10
2021-07-27,AG,10,13,70,-22,-19,-10
2020-11-10,AG,-61,-46,-1,-73,-62,32
2021-11-23,AO,57,53,83,41,24,-8
2021-11-09,AO,61,59,85,44,23,-9
2021-07-08,AW,15,3,61,-25,-9,-8
2021-10-23,BA,8,36,15,-2,-7,-9
2021-06-05,BA,4,32,50,1,-8,-15
2021-06-23,BB,1,3,32,-32,-18,-8
2021-08-01,BG,15,19,144,45,-2,-13
2022-08-06,BJ,71,180,310,35,66,23
2021-09-28,BS,-9,-1,5,-30,-25,-8
2021-03-15,BS,-26,-15,14,-43,-22,-9
2021-11-25,BS,-5,2,29,-6,-16,-12
2022-08-14,BY,-17,11,90,-2,3,-9
2020-12-25,BZ,-68,-74,-13,-81,-76,26
2022-06-18,CM,40,73,84,73,32,20
2022-08-24,CV,40,42,83,15,-20,24
2020-07-28,EC,-33,-16,-33,-44,-42,21
2020-09-25,EC,-30,-6,-31,-31,-34,20
2021-05-09,FJ,-40,-13,-35,-63,-41,24
2021-08-11,FJ,-18,-1,-19,-53,-31,27
2021-08-08,GA,22,36,85,22,-10,-13
2022-06-23,HT,44,36,75,44,15,20
2021-07-08,HT,-47,-50,-28,-62,-69,22
2020-09-29,IL,-60,-14,-38,-45,-48,22
2020-10-06,IL,-57,-11,-24,-47,-55,24
2022-08-15,IN,19,50,93,22,-25,21
2020-12-18,JO,-91,-81,-75,-78,-69,25
2020-11-27,JO,-91,-82,-76,-82,-69,24
2021-06-13,KG,-14,-4,1,-3,-21,-9
2021-09-01,KG,-9,4,-11,4,-38,-8
2021-01-01,KR,-42,0,12,-46,-75,31
2022-01-05,KZ,-63,-52,-58,-29,-55,-9
2021-04-27,LA,-61,-38,-56,-72,-59,23
2021-08-31,LB,6,51,7,5,-28,-10
2022-08-02,LK,2,33,35,17,-9,20
2022-06-23,LK,1,29,37,14,-8,20
2022-04-13,LK,14,62,72,8,-69,29
2022-09-10,LK,-3,21,64,5,-39,20
2020-09-13,LV,4,10,116,6,5,-8
2021-07-05,LY,107,142,143,52,25,-13
2021-05-05,MD,-6,9,-4,-11,-37,-9
2021-08-16,MD,17,12,22,5,-34,-11
2021-11-03,ML,44,91,113,55,5,-11
2022-03-15,MM,-21,3,42,-15,-4,20
2022-05-19,MM,-19,0,34,-16,-2,21
2022-04-15,MM,-45,-33,37,-54,-61,31
2022-03-31,MM,-16,1,45,-14,-3,20
2021-10-11,NA,9,32,-5,11,11,-10
2021-05-26,NE,58,-12,41,47,-3,-10
2021-11-29,NE,85,-2,66,64,7,-12
2021-10-20,NE,80,-4,47,63,-3,-12
2022-06-09,NG,68,67,77,58,38,24
2022-07-01,NG,67,71,84,63,47,23
2022-08-26,NG,61,76,90,63,43,32
2020-10-04,PA,-90,-88,-82,-87,-62,30
2021-10-12,PH,-25,15,-12,-43,-31,21
2021-02-11,PT,-60,-15,-52,-64,-47,23
2021-02-10,PT,-60,-15,-49,-62,-46,22
2022-05-01,RW,72,42,227,30,41,25
2021-08-10,RW,8,-5,31,-16,-17,20
2022-07-31,RW,97,52,231,39,46,26
2022-03-31,RW,88,36,275,45,34,22
2020-07-06,SG,-29,-5,-31,-41,-44,27
2020-08-14,SV,-48,-24,-45,-55,-41,20
2022-06-02,TG,50,79,216,43,49,23
2022-09-11,TG,75,79,240,36,68,23
2022-08-28,TG,70,80,244,28,66,27
2021-01-02,TR,-86,-57,-71,-77,-64,29
2021-01-01,TT,-70,-58,-22,-75,-77,23
2022-04-16,UG,24,37,122,21,27,26
2022-05-16,UG,28,31,128,24,44,22
2021-07-06,UG,-46,-18,-24,-55,-34,31
2022-04-07,UG,31,35,123,26,41,21
2022-07-13,ZM,96,102,247,47,68,24
2022-03-08,ZM,82,75,205,25,-18,27
2022-08-10,ZM,104,113,264,53,60,23
2021-05-13,DE,-64,-86,115,-53,-82,23
2020-12-28,DE,-53,-2,4,-56,-64,20
2021-07-10,EE,11,27,209,7,-1,-10
2020-12-25,FR,-85,-87,-20,-70,-87,23
2021-08-18,NZ,-81,-21,-69,-75,-71,34
2021-02-16,PE,-53,-25,-45,-56,-42,21
2021-04-13,PH,-41,-6,-26,-53,-38,23
2020-07-07,PH,-47,-20,-26,-56,-44,23
2021-07-18,RO,11,22,82,4,-3,-11
2021-06-05,AG,10,17,63,-32,-16,-10
2021-07-04,AG,17,9,89,-26,-26,-12
2021-12-24,AG,75,65,103,8,-20,-11
2021-09-03,AW,11,17,54,-33,-4,-10
2021-09-20,AW,4,7,71,-32,-6,-8
2021-08-19,BA,32,76,80,26,-21,-13
2022-06-21,BF,127,198,283,99,81,22
2022-06-09,BF,127,188,270,93,83,22
2022-04-22,BF,123,186,274,81,108,21
2022-07-18,BF,135,197,281,109,73,26
2020-08-16,BG,11,0,128,3,0,-9
2022-03-19,BJ,68,170,271,8,73,20
2022-05-06,BJ,51,139,247,-1,54,26
2022-04-20,BJ,68,161,287,10,56,24
2022-04-15,BJ,63,166,294,9,58,23
2020-07-16,BO,-55,-39,-59,-62,-50,27
2021-02-15,BO,-52,-36,-43,-47,-68,21
2021-08-26,BS,-9,1,6,-4,-26,-8
2022-02-23,BS,4,3,27,20,-5,-8
2021-03-03,BS,-28,-17,4,-39,-23,-9
2021-05-17,BS,-10,-2,17,-29,-17,-11
2021-05-22,BY,-13,9,31,2,-16,-9
2022-05-01,BY,-13,15,113,-2,-10,-8
2020-11-03,CI,-23,16,-29,-29,-29,24
2021-05-22,CL,-51,-16,-55,-33,-22,20
2022-04-16,CM,39,75,75,77,28,21
2021-09-02,FJ,1,15,-15,-48,-21,23
2021-08-03,FJ,-16,-5,-16,-53,-35,26
2022-04-15,FJ,8,21,79,-39,-58,29
2021-09-07,FJ,-31,-17,-4,-75,-72,30
2021-07-18,GA,17,27,71,20,-11,-13
2021-06-01,GA,13,26,90,18,-4,-12
2022-07-27,GH,56,84,59,41,31,21
2020-08-04,GT,-36,-24,-33,-57,-40,20
2021-10-13,IQ,84,171,58,64,14,-9
2021-09-07,JM,-80,-83,-72,-65,-72,25
2021-05-29,KG,-16,-3,1,-2,-24,-9
2021-05-02,KH,-62,-52,-54,-71,-48,33
2021-03-21,KH,-42,-30,-41,-60,-23,20
2021-03-11,KW,-43,-23,-41,-41,-59,24
2020-08-02,KW,-35,-22,-34,-46,-57,22
2022-08-14,LA,5,24,14,-11,25,20
2022-08-08,LA,8,26,14,-12,0,20
2021-06-24,LB,9,63,22,3,-24,-9
2021-08-19,LK,-30,7,-21,-40,-42,27
2021-09-17,LK,-40,-10,-25,-51,-46,31
2022-07-01,LK,-9,27,30,10,-18,26
2020-08-09,LT,-16,24,252,0,10,-14
2022-07-30,LT,-11,50,265,36,21,-9
2021-07-16,LY,106,158,135,66,6,-8
2021-06-30,LY,91,124,140,43,15,-12
2021-05-24,MD,-5,-2,1,-15,-16,-9
2021-07-13,MD,10,17,14,-6,-32,-11
2021-09-28,MD,3,11,-4,-9,-14,-10
2022-09-07,ML,67,104,302,72,54,25
2021-11-10,ML,46,97,114,57,7,-12
2021-08-29,MM,-59,-36,-39,-53,-41,22
2022-06-25,MM,-17,8,27,-13,18,20
2020-12-23,MN,-51,-8,-38,-43,-42,29
2021-07-18,MN,14,98,91,28,-1,-9
2021-10-30,MU,31,42,0,-1,42,-11
2021-08-25,NA,28,59,-9,10,-5,-13
2022-04-08,NE,106,89,152,145,72,27
2022-04-23,NE,105,77,135,129,80,28
2021-05-24,NE,49,-15,40,36,-5,-10
2021-02-25,NE,-84,-86,-90,-77,-78,-10
2021-04-05,NG,-5,7,-20,-3,-57,20
2022-04-03,NG,76,71,96,60,68,23
2020-07-01,PA,-59,-35,-55,-60,-50,29
2020-08-27,PA,-51,-27,-48,-54,-44,25
